Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction,age_group
2023/06/09 9:32:44 AM GMT+5:30,42,Female,once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,categories,First page,2,Yes,Rarely,Found a better price elsewhere,Often,No,Occasionally,No,No,2,2,Quick delivery,nothing,833472,35-44
2023/06/08 5:28:09 PM GMT+5:30,32,Male,multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,categories,Multiple pages,5,No,Never,others,Always,Yes,Moderately,Yes,Yes,4,2,Quick delivery,i don't have any problem with amazon,503385,25-34
2023/06/08 3:23:21 AM GMT+5:30,21,Other,less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Keyword,First page,2,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,No,Never,Sometimes,Yes,1,4,Wide product selection,better app interface and lower shipping charges,159786,18-24
2023/06/06 6:32:00 PM GMT+5:30,63,Other,less than once a month,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Few times a week,categories,Multiple pages,4,Maybe,Never,Found a better price elsewhere,Rarely,No,Rarely,Sometimes,Yes,2,2,Product recommendations,better app interface and lower shipping charges,828255,55+
2023/06/07 8:20:23 PM GMT+5:30,10,Male,once a month,Groceries and Gourmet Food;Home and Kitchen,No,Multiple times a day,Filter,First page,4,Yes,Rarely,others,Often,No,Heavily,Yes,Yes,3,1,Customer service ,no problems with amazon,249864,18-24
2023/06/09 10:28:57 AM GMT+5:30,60,Other,less than once a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few times a week,Keyword,Multiple pages,3,Maybe,Always,High shipping costs,Always,Yes,Moderately,Sometimes,No,5,3,Quick delivery,irrelevant product suggestions,662370,55+
2023/06/06 6:51:13 PM GMT+5:30,6,Other,once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,Keyword,Multiple pages,3,Yes,Always,Found a better price elsewhere,Rarely,No,Never,No,No,1,5,Competitive prices,product quality and accuracy,257446,18-24
2023/06/08 3:32:42 AM GMT+5:30,51,Other,multiple times a week,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Yes,Always,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,Sometimes,4,1,Customer service ,product quality and accuracy,810987,45-54
2023/06/11 11:19:12 PM GMT+5:30,63,Female,less than once a month,others,Yes,Multiple times a day,Keyword,Multiple pages,2,No,Often,High shipping costs,Sometimes,Yes,Never,No,Yes,3,2,User-friendly website/app interface,irrelevant product suggestions,608071,55+
2023/06/06 8:08:19 PM GMT+5:30,39,Other,less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,Unknown,First page,3,Maybe,Rarely,others,Sometimes,No,Heavily,Yes,Yes,3,1,Wide product selection,Unknown,789962,35-44
2023/06/07 9:19:23 AM GMT+5:30,61,Female,less than once a month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a week,Filter,First page,4,No,Never,Found a better price elsewhere,Never,Yes,Rarely,Yes,Sometimes,2,1,Quick delivery,quality of product is very poor according to the big offers,137413,55+
2023/06/11 10:49:49 PM GMT+5:30,38,Other,few times a month,Groceries and Gourmet Food;Clothing and Fashion,No,Multiple times a day,Unknown,Multiple pages,1,Yes,Always,High shipping costs,Always,Yes,Rarely,Yes,Yes,1,1,.,better app interface and lower shipping charges,539325,35-44
2023/06/09 10:22:03 AM GMT+5:30,44,Other,once a week,Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,others,First page,1,Yes,Sometimes,High shipping costs,Rarely,Yes,Moderately,No,Sometimes,5,5,Customer service ,scrolling option would be much better than going to next page,207225,35-44
2023/06/09 9:34:07 AM GMT+5:30,57,Other,multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,others,Multiple pages,3,Yes,Often,Found a better price elsewhere,Rarely,No,Heavily,No,No,4,2,Customer service,nothing,635075,55+
2023/06/07 5:26:20 PM GMT+5:30,57,Female,once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,No,Few times a week,Keyword,First page,3,No,Always,Found a better price elsewhere,Never,Yes,Moderately,No,Sometimes,2,4,User-friendly website/app interface,Unknown,781251,55+
2023/06/08 6:01:33 PM GMT+5:30,7,Other,multiple times a week,Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,Filter,First page,3,No,Never,Changed my mind or no longer need the item,Rarely,No,Rarely,Yes,Sometimes,4,3,Competitive prices,Unknown,696800,18-24
2023/06/11 11:16:58 PM GMT+5:30,57,Male,once a month,Home and Kitchen;others,Yes,Few times a week,categories,Multiple pages,4,Maybe,Always,High shipping costs,Rarely,Yes,Occasionally,Sometimes,No,3,3,Competitive prices,i have no problem with amazon yet. but others tell me about the refund issues,896310,55+
2023/06/04 11:38:30 PM GMT+5:30,51,Other,few times a month,Clothing and Fashion;others,Yes,Few times a month,Keyword,First page,2,No,Never,High shipping costs,Always,No,Heavily,Yes,Yes,2,2,Product recommendations,quality of product is very poor according to the big offers,808542,45-54
2023/06/08 5:19:23 PM GMT+5:30,27,Other,once a week,others,No,Few times a month,categories,Multiple pages,5,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Heavily,No,No,2,5,Quick delivery,customer service responsiveness,373879,25-34
2023/06/10 2:40:34 PM GMT+5:30,42,Other,multiple times a week,Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,Keyword,Multiple pages,5,No,Always,Found a better price elsewhere,Rarely,No,Occasionally,Sometimes,Sometimes,5,4,Competitive prices,i don't have any problem with amazon,651681,35-44
2023/06/06 7:18:52 PM GMT+5:30,6,Other,multiple times a week,Beauty and Personal Care,Yes,Few times a month,others,First page,4,No,Often,Changed my mind or no longer need the item,Never,No,Rarely,Sometimes,Sometimes,5,4,.,irrelevant product suggestions,761027,18-24
2023/06/06 6:43:02 PM GMT+5:30,25,Male,less than once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Rarely,Keyword,Multiple pages,5,No,Never,Found a better price elsewhere,Always,Yes,Heavily,Yes,Sometimes,4,4,Product recommendations,irrelevant product suggestions,664329,25-34
2023/06/08 5:27:22 PM GMT+5:30,41,Other,multiple times a week,Groceries and Gourmet Food,Sometimes,Rarely,Keyword,First page,4,Yes,Often,High shipping costs,Sometimes,Yes,Rarely,No,Yes,5,1,Customer service,Unknown,501330,35-44
2023/06/09 3:26:38 PM GMT+5:30,48,Male,once a month,others,Sometimes,Few times a week,Keyword,First page,1,Maybe,Never,High shipping costs,Rarely,No,Rarely,Sometimes,No,2,4,Customer service ,Unknown,777172,45-54
2023/06/06 4:46:25 PM GMT+5:30,67,Male,few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Keyword,First page,5,No,Rarely,High shipping costs,Rarely,No,Heavily,No,Sometimes,5,1,Customer service,quality of product is very poor according to the big offers,720840,55+
2023/06/11 11:06:52 PM GMT+5:30,8,Male,multiple times a week,Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Keyword,Multiple pages,2,Yes,Rarely,others,Rarely,Yes,Heavily,No,Sometimes,5,3,All the above,User Interface,238992,18-24
2023/06/07 1:40:37 PM GMT+5:30,18,Female,multiple times a week,Beauty and Personal Care;Clothing and Fashion;others,No,Few times a week,categories,First page,4,Maybe,Sometimes,others,Rarely,No,Occasionally,Yes,Yes,3,3,User-friendly website/app interface,User Interface,473877,18-24
2023/06/11 10:56:58 PM GMT+5:30,26,Female,once a month,Home and Kitchen,Sometimes,Few times a month,Unknown,Multiple pages,4,No,Sometimes,Found a better price elsewhere,Never,Yes,Occasionally,No,No,2,5,Wide product selection,i have no problem with amazon yet. but others tell me about the refund issues,564292,25-34
2023/06/04 11:09:27 PM GMT+5:30,29,Other,less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,Filter,Multiple pages,4,Yes,Rarely,High shipping costs,Rarely,Yes,Moderately,Yes,No,5,5,Wide product selection,irrelevant product suggestions,548158,25-34
2023/06/09 4:28:58 PM GMT+5:30,51,Other,few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Few times a month,Filter,First page,2,Yes,Never,Found a better price elsewhere,Always,No,Rarely,No,Sometimes,2,4,Customer service,customer service responsiveness,702212,45-54
2023/06/09 10:24:58 AM GMT+5:30,20,Other,once a month,Clothing and Fashion;Home and Kitchen;others,No,Rarely,Keyword,First page,2,Yes,Often,Changed my mind or no longer need the item,Sometimes,No,Never,No,No,4,1,User-friendly website/app interface,no problems with amazon,403369,18-24
2023/06/07 11:08:52 PM GMT+5:30,21,Other,less than once a month,Beauty and Personal Care,No,Few times a month,Keyword,First page,1,Yes,Never,High shipping costs,Often,No,Occasionally,No,No,3,4,All the above,nothing,910439,18-24
2023/06/08 10:54:00 AM GMT+5:30,53,Female,once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a month,Unknown,First page,4,Yes,Sometimes,others,Sometimes,No,Heavily,No,No,3,3,User-friendly website/app interface,add more familiar brands to the list,784378,45-54
2023/06/12 9:40:22 AM GMT+5:30,13,Other,once a month,Groceries and Gourmet Food;Clothing and Fashion,Yes,Multiple times a day,categories,Multiple pages,3,Maybe,Always,High shipping costs,Rarely,No,Occasionally,Sometimes,Yes,4,5,Wide product selection,User Interface,949091,18-24
2023/06/08 11:59:14 AM GMT+5:30,60,Female,few times a month,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Few times a week,others,Multiple pages,4,No,Never,High shipping costs,Always,No,Never,Sometimes,Yes,4,3,Wide product selection,no problems with amazon,990981,55+
2023/06/09 2:23:03 PM GMT+5:30,11,Other,once a week,Beauty and Personal Care,No,Multiple times a day,Filter,First page,5,Maybe,Often,High shipping costs,Sometimes,No,Moderately,Yes,Sometimes,3,3,Quick delivery,irrelevant product suggestions,390846,18-24
2023/06/09 7:28:09 PM GMT+5:30,12,Male,less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,No,Multiple times a day,others,Multiple pages,5,Yes,Rarely,Changed my mind or no longer need the item,Always,No,Moderately,No,No,4,3,Quick delivery,product quality and accuracy,431698,18-24
2023/06/11 10:58:09 PM GMT+5:30,60,Other,less than once a month,Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,categories,First page,5,Maybe,Often,High shipping costs,Sometimes,Yes,Occasionally,No,Sometimes,2,1,Customer service ,User Interface,940337,55+
2023/06/05 8:44:09 PM GMT+5:30,11,Other,once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Few times a month,Keyword,First page,5,Yes,Always,Found a better price elsewhere,Rarely,No,Occasionally,Yes,Sometimes,5,5,Wide product selection,product quality and accuracy,906467,18-24
2023/06/07 10:56:11 AM GMT+5:30,37,Other,once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Filter,Multiple pages,1,Yes,Never,High shipping costs,Sometimes,Yes,Heavily,Sometimes,Yes,4,5,Customer service,Unknown,992225,35-44
2023/06/09 7:24:06 PM GMT+5:30,3,Male,few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Unknown,First page,5,No,Never,High shipping costs,Sometimes,No,Heavily,Sometimes,Yes,2,1,Customer service ,i don't have any problem with amazon,206341,18-24
2023/06/09 10:26:26 AM GMT+5:30,37,Other,once a month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,others,First page,1,Maybe,Always,Found a better price elsewhere,Often,No,Rarely,Sometimes,Yes,3,5,All the above,i don't have any problem with amazon,203831,35-44
2023/06/09 10:26:26 AM GMT+5:30,30,Female,few times a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Unknown,Multiple pages,5,Yes,Sometimes,Found a better price elsewhere,Always,No,Moderately,No,Yes,1,5,Customer service ,Unknown,259676,25-34
2023/06/07 2:19:05 PM GMT+5:30,3,Other,multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Unknown,First page,1,No,Never,others,Always,Yes,Heavily,Yes,Yes,2,1,Wide product selection,customer service responsiveness,175149,18-24
2023/06/05 12:37:54 AM GMT+5:30,23,Other,less than once a month,Home and Kitchen,No,Few times a week,Keyword,First page,4,Yes,Sometimes,others,Never,Yes,Rarely,Yes,No,2,4,Quick delivery,User Interface,106974,18-24
2023/06/06 11:06:30 PM GMT+5:30,45,Female,once a month,Clothing and Fashion,Sometimes,Multiple times a day,Keyword,Multiple pages,3,Yes,Always,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,No,Yes,2,1,Wide product selection,product quality and accuracy,303601,45-54
2023/06/09 2:23:03 PM GMT+5:30,40,Male,multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Filter,Multiple pages,1,No,Never,High shipping costs,Never,No,Rarely,Yes,Yes,2,2,User-friendly website/app interface,i have no problem with amazon yet. but others tell me about the refund issues,669225,35-44
2023/06/08 2:21:41 PM GMT+5:30,36,Other,once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Filter,Multiple pages,4,No,Sometimes,Changed my mind or no longer need the item,Always,Yes,Moderately,Sometimes,No,3,1,User-friendly website/app interface,quality of product is very poor according to the big offers,845374,35-44
2023/06/05 2:24:22 PM GMT+5:30,8,Female,multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,categories,Multiple pages,2,Yes,Rarely,others,Often,Yes,Never,No,Yes,2,3,Product recommendations,shipping speed and reliability,940732,18-24
2023/06/09 2:40:21 PM GMT+5:30,15,Female,less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,others,Multiple pages,1,Maybe,Always,High shipping costs,Never,Yes,Moderately,Sometimes,Yes,1,5,All the above,User Interface,802457,18-24
2023/06/12 3:42:05 PM GMT+5:30,47,Male,multiple times a week,Clothing and Fashion,Yes,Rarely,categories,Multiple pages,2,Yes,Never,High shipping costs,Rarely,No,Heavily,No,No,2,5,Customer service,shipping speed and reliability,376320,45-54
2023/06/09 9:39:04 AM GMT+5:30,59,Male,multiple times a week,Clothing and Fashion;others,Sometimes,Few times a week,Filter,First page,3,Yes,Sometimes,High shipping costs,Often,No,Moderately,Yes,Yes,1,3,User-friendly website/app interface,i have no problem with amazon yet. but others tell me about the refund issues,409600,55+
2023/06/11 11:10:14 PM GMT+5:30,27,Other,once a month,Home and Kitchen,No,Multiple times a day,Unknown,First page,1,No,Often,others,Never,Yes,Never,No,Sometimes,1,4,Quick delivery,better app interface and lower shipping charges,589020,25-34
2023/06/08 5:57:34 PM GMT+5:30,9,Other,few times a month,Beauty and Personal Care;others,No,Rarely,categories,First page,2,Yes,Rarely,Found a better price elsewhere,Sometimes,Yes,Rarely,Sometimes,No,3,3,Product recommendations,scrolling option would be much better than going to next page,582354,18-24
2023/06/05 11:54:52 AM GMT+5:30,13,Other,few times a month,Home and Kitchen;others,Sometimes,Rarely,Unknown,First page,4,Yes,Always,Found a better price elsewhere,Sometimes,No,Moderately,No,No,2,4,Wide product selection,customer service responsiveness,771743,18-24
2023/06/09 2:39:16 PM GMT+5:30,11,Other,once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Rarely,Keyword,Multiple pages,2,No,Often,others,Sometimes,Yes,Moderately,No,Sometimes,1,1,Quick delivery,User Interface,947496,18-24
2023/06/08 10:39:27 PM GMT+5:30,63,Other,few times a month,Beauty and Personal Care;others,Yes,Rarely,Keyword,First page,4,Yes,Sometimes,High shipping costs,Rarely,Yes,Rarely,Sometimes,Sometimes,2,2,Wide product selection,shipping speed and reliability,911713,55+
2023/06/09 10:58:13 AM GMT+5:30,60,Male,few times a month,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Few times a week,categories,Multiple pages,3,No,Never,High shipping costs,Sometimes,Yes,Rarely,Sometimes,Sometimes,1,5,All the above,irrelevant product suggestions,656016,55+
2023/06/11 10:50:44 PM GMT+5:30,54,Female,once a week,Clothing and Fashion;Home and Kitchen,Yes,Few times a week,Unknown,First page,4,Maybe,Always,Changed my mind or no longer need the item,Rarely,No,Rarely,Sometimes,No,1,3,All the above,irrelevant product suggestions,497752,45-54
