Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023/06/07 6:18:37 PM GMT+5:30,57,Others,Multiple times a week,Clothing and Fashion,No,Rarely,categories,Multiple pages,1,No,Never,Changed my mind or no longer need the item,Always,Yes,Never,Sometimes,4,Yes,1,1,Customer service ,Shipping speed and reliability,247500
2023/06/09 9:32:44 AM GMT+5:30,42,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,categories,First page,2,Yes,Rarely,Found a better price elsewhere,Often,No,Occasionally,No,5,No,2,2,Quick delivery,Nothing,833472
2023/06/08 5:28:09 PM GMT+5:30,32,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,categories,Multiple pages,5,No,Never,others,Always,Yes,Moderately,Yes,5,Yes,4,2,Quick delivery,I don't have any problem with Amazon,503385
2023/06/08 3:23:21 AM GMT+5:30,21,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Keyword,First page,2,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,No,Never,Sometimes,5,Yes,1,4,Wide product selection,better app interface and lower shipping charges,159786
2023/06/06 6:32:00 PM GMT+5:30,63,Others,Less than once a month,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Few times a week,categories,Multiple pages,4,Maybe,Never,Found a better price elsewhere,Rarely,No,Rarely,Sometimes,1,Yes,2,2,Product recommendations,better app interface and lower shipping charges,828255
2023/06/07 8:20:23 PM GMT+5:30,10,Male,Once a month,Groceries and Gourmet Food;Home and Kitchen,No,Multiple times a day,Filter,First page,4,Yes,Rarely,others,Often,No,Heavily,Yes,5,Yes,3,1,Customer service ,No problems with Amazon,249864
2023/06/09 10:28:57 AM GMT+5:30,60,Others,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few times a week,Keyword,Multiple pages,3,Maybe,Always,High shipping costs,Always,Yes,Moderately,Sometimes,5,No,5,3,Quick delivery,Irrelevant product suggestions,662370
2023/06/06 6:51:13 PM GMT+5:30,6,Others,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,Keyword,Multiple pages,3,Yes,Always,Found a better price elsewhere,Rarely,No,Never,No,3,No,1,5,Competitive prices,Product quality and accuracy,257446
2023/06/08 3:32:42 AM GMT+5:30,51,Others,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Yes,Always,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,5,Sometimes,4,1,Customer service ,Product quality and accuracy,810987
2023/06/11 11:19:12 PM GMT+5:30,63,Female,Less than once a month,others,Yes,Multiple times a day,Keyword,Multiple pages,2,No,Often,High shipping costs,Sometimes,Yes,Never,No,3,Yes,3,2,User-friendly website/app interface,Irrelevant product suggestions,608071
2023/06/06 8:08:19 PM GMT+5:30,39,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,nan,First page,3,Maybe,Rarely,others,Sometimes,No,Heavily,Yes,1,Yes,3,1,Wide product selection,.,789962
2023/06/07 9:19:23 AM GMT+5:30,61,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a week,Filter,First page,4,No,Never,Found a better price elsewhere,Never,Yes,Rarely,Yes,3,Sometimes,2,1,Quick delivery,Quality of product is very poor according to the big offers,137413
2023/06/11 10:49:49 PM GMT+5:30,38,Prefer not to say,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,No,Multiple times a day,nan,Multiple pages,1,Yes,Always,High shipping costs,Always,Yes,Rarely,Yes,4,Yes,1,1,.,better app interface and lower shipping charges,539325
2023/06/09 10:22:03 AM GMT+5:30,44,Prefer not to say,Once a week,Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,others,First page,1,Yes,Sometimes,High shipping costs,Rarely,Yes,Moderately,No,5,Sometimes,5,5,Customer service ,Scrolling option would be much better than going to next page,207225
2023/06/09 9:34:07 AM GMT+5:30,57,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,others,Multiple pages,3,Yes,Often,Found a better price elsewhere,Rarely,No,Heavily,No,3,No,4,2,Customer service,Nothing,635075
2023/06/07 5:26:20 PM GMT+5:30,57,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,No,Few times a week,Keyword,First page,3,No,Always,Found a better price elsewhere,Never,Yes,Moderately,No,4,Sometimes,2,4,User-friendly website/app interface,Nil,781251
2023/06/08 6:01:33 PM GMT+5:30,7,Others,Multiple times a week,Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,Filter,First page,3,No,Never,Changed my mind or no longer need the item,Rarely,No,Rarely,Yes,5,Sometimes,4,3,Competitive prices,Nil,696800
2023/06/11 11:16:58 PM GMT+5:30,57,Male,Once a month,Home and Kitchen;others,Yes,Few times a week,categories,Multiple pages,4,Maybe,Always,High shipping costs,Rarely,Yes,Occasionally,Sometimes,3,No,3,3,Competitive prices,I have no problem with Amazon yet. But others tell me about the refund issues ,896310
2023/06/04 11:38:30 PM GMT+5:30,51,Prefer not to say,Few times a month,Clothing and Fashion;others,Yes,Few times a month,Keyword,First page,2,No,Never,High shipping costs,Always,No,Heavily,Yes,3,Yes,2,2,Product recommendations,Quality of product is very poor according to the big offers,808542
2023/06/08 5:19:23 PM GMT+5:30,27,Others,Once a week,others,No,Few times a month,categories,Multiple pages,5,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Heavily,No,2,No,2,5,Quick delivery,Customer service responsiveness,373879
2023/06/10 2:40:34 PM GMT+5:30,42,Prefer not to say,Multiple times a week,Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,Keyword,Multiple pages,5,No,Always,Found a better price elsewhere,Rarely,No,Occasionally,Sometimes,2,Sometimes,5,4,Competitive prices,I don't have any problem with Amazon,651681
2023/06/06 7:18:52 PM GMT+5:30,6,Others,Multiple times a week,Beauty and Personal Care,Yes,Few times a month,others,First page,4,No,Often,Changed my mind or no longer need the item,Never,No,Rarely,Sometimes,1,Sometimes,5,4,.,Irrelevant product suggestions,761027
2023/06/06 6:43:02 PM GMT+5:30,25,Male,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Rarely,Keyword,Multiple pages,5,No,Never,Found a better price elsewhere,Always,Yes,Heavily,Yes,1,Sometimes,4,4,Product recommendations,Irrelevant product suggestions,664329
2023/06/08 5:27:22 PM GMT+5:30,41,Prefer not to say,Multiple times a week,Groceries and Gourmet Food,Sometimes,Rarely,Keyword,First page,4,Yes,Often,High shipping costs,Sometimes,Yes,Rarely,No,2,Yes,5,1,Customer service,.,501330
2023/06/09 3:26:38 PM GMT+5:30,48,Male,Once a month,others,Sometimes,Few times a week,Keyword,First page,1,Maybe,Never,High shipping costs,Rarely,No,Rarely,Sometimes,2,No,2,4,Customer service ,.,777172
2023/06/06 4:46:25 PM GMT+5:30,67,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Keyword,First page,5,No,Rarely,High shipping costs,Rarely,No,Heavily,No,2,Sometimes,5,1,Customer service,Quality of product is very poor according to the big offers,720840
2023/06/11 11:06:52 PM GMT+5:30,8,Male,Multiple times a week,Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Keyword,Multiple pages,2,Yes,Rarely,others,Rarely,Yes,Heavily,No,3,Sometimes,5,3,All the above,User interface of app,238992
2023/06/07 1:40:37 PM GMT+5:30,18,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;others,No,Few times a week,categories,First page,4,Maybe,Sometimes,others,Rarely,No,Occasionally,Yes,5,Yes,3,3,User-friendly website/app interface,User interface of app,473877
2023/06/11 10:56:58 PM GMT+5:30,26,Female,Once a month,Home and Kitchen,Sometimes,Few times a month,nan,Multiple pages,4,No,Sometimes,Found a better price elsewhere,Never,Yes,Occasionally,No,5,No,2,5,Wide product selection,I have no problem with Amazon yet. But others tell me about the refund issues ,564292
2023/06/04 11:09:27 PM GMT+5:30,29,Others,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,Filter,Multiple pages,4,Yes,Rarely,High shipping costs,Rarely,Yes,Moderately,Yes,2,No,5,5,Wide product selection,Irrelevant product suggestions,548158
2023/06/09 4:28:58 PM GMT+5:30,51,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Few times a month,Filter,First page,2,Yes,Never,Found a better price elsewhere,Always,No,Rarely,No,5,Sometimes,2,4,Customer service,Customer service responsiveness,702212
2023/06/09 10:24:58 AM GMT+5:30,20,Others,Once a month,Clothing and Fashion;Home and Kitchen;others,No,Rarely,Keyword,First page,2,Yes,Often,Changed my mind or no longer need the item,Sometimes,No,Never,No,1,No,4,1,User-friendly website/app interface,No problems with Amazon,403369
2023/06/07 11:08:52 PM GMT+5:30,21,Prefer not to say,Less than once a month,Beauty and Personal Care,No,Few times a month,Keyword,First page,1,Yes,Never,High shipping costs,Often,No,Occasionally,No,2,No,3,4,All the above,Nothing,910439
2023/06/08 10:54:00 AM GMT+5:30,53,Female,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a month,nan,First page,4,Yes,Sometimes,others,Sometimes,No,Heavily,No,2,No,3,3,User-friendly website/app interface,Add more familiar brands to the list,784378
2023/06/12 9:40:22 AM GMT+5:30,13,Others,Once a month,Groceries and Gourmet Food;Clothing and Fashion,Yes,Multiple times a day,categories,Multiple pages,3,Maybe,Always,High shipping costs,Rarely,No,Occasionally,Sometimes,5,Yes,4,5,Wide product selection,UI,949091
2023/06/08 11:59:14 AM GMT+5:30,60,Female,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Few times a week,others,Multiple pages,4,No,Never,High shipping costs,Always,No,Never,Sometimes,3,Yes,4,3,Wide product selection,No problems with Amazon,990981
2023/06/09 2:23:03 PM GMT+5:30,11,Others,Once a week,Beauty and Personal Care,No,Multiple times a day,Filter,First page,5,Maybe,Often,High shipping costs,Sometimes,No,Moderately,Yes,2,Sometimes,3,3,Quick delivery,Irrelevant product suggestions,390846
2023/06/09 7:28:09 PM GMT+5:30,12,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,No,Multiple times a day,others,Multiple pages,5,Yes,Rarely,Changed my mind or no longer need the item,Always,No,Moderately,No,1,No,4,3,Quick delivery,Product quality and accuracy,431698
2023/06/11 10:58:09 PM GMT+5:30,60,Prefer not to say,Less than once a month,Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,categories,First page,5,Maybe,Often,High shipping costs,Sometimes,Yes,Occasionally,No,3,Sometimes,2,1,Customer service ,UI,940337
2023/06/05 8:44:09 PM GMT+5:30,11,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Few times a month,Keyword,First page,5,Yes,Always,Found a better price elsewhere,Rarely,No,Occasionally,Yes,2,Sometimes,5,5,Wide product selection,Product quality and accuracy,906467
2023/06/07 10:56:11 AM GMT+5:30,37,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Filter,Multiple pages,1,Yes,Never,High shipping costs,Sometimes,Yes,Heavily,Sometimes,4,Yes,4,5,Customer service,.,992225
2023/06/09 7:24:06 PM GMT+5:30,3,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,nan,First page,5,No,Never,High shipping costs,Sometimes,No,Heavily,Sometimes,3,Yes,2,1,Customer service ,I don't have any problem with Amazon,206341
2023/06/09 10:26:26 AM GMT+5:30,37,Others,Once a month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,others,First page,1,Maybe,Always,Found a better price elsewhere,Often,No,Rarely,Sometimes,4,Yes,3,5,All the above,I don't have any problem with Amazon,203831
2023/06/09 10:26:26 AM GMT+5:30,30,Female,Few times a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,nan,Multiple pages,5,Yes,Sometimes,Found a better price elsewhere,Always,No,Moderately,No,4,Yes,1,5,Customer service ,Nil,259676
2023/06/07 2:19:05 PM GMT+5:30,3,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,nan,First page,1,No,Never,others,Always,Yes,Heavily,Yes,2,Yes,2,1,Wide product selection,Customer service responsiveness,175149
2023/06/05 12:37:54 AM GMT+5:30,23,Prefer not to say,Less than once a month,Home and Kitchen,No,Few times a week,Keyword,First page,4,Yes,Sometimes,others,Never,Yes,Rarely,Yes,1,No,2,4,Quick delivery,User interface ,106974
2023/06/06 11:06:30 PM GMT+5:30,45,Female,Once a month,Clothing and Fashion,Sometimes,Multiple times a day,Keyword,Multiple pages,3,Yes,Always,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,No,4,Yes,2,1,Wide product selection,Product quality and accuracy,303601
2023/06/09 2:23:03 PM GMT+5:30,40,Male,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Filter,Multiple pages,1,No,Never,High shipping costs,Never,No,Rarely,Yes,5,Yes,2,2,User-friendly website/app interface,I have no problem with Amazon yet. But others tell me about the refund issues ,669225
2023/06/08 2:21:41 PM GMT+5:30,36,Prefer not to say,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Filter,Multiple pages,4,No,Sometimes,Changed my mind or no longer need the item,Always,Yes,Moderately,Sometimes,2,No,3,1,User-friendly website/app interface,Quality of product is very poor according to the big offers,845374
2023/06/05 2:24:22 PM GMT+5:30,8,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,categories,Multiple pages,2,Yes,Rarely,others,Often,Yes,Never,No,3,Yes,2,3,Product recommendations,Shipping speed and reliability,940732
2023/06/09 2:40:21 PM GMT+5:30,15,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,others,Multiple pages,1,Maybe,Always,High shipping costs,Never,Yes,Moderately,Sometimes,2,Yes,1,5,All the above,User interface ,802457
2023/06/12 3:42:05 PM GMT+5:30,47,Male,Multiple times a week,Clothing and Fashion,Yes,Rarely,categories,Multiple pages,2,Yes,Never,High shipping costs,Rarely,No,Heavily,No,3,No,2,5,Customer service,Shipping speed and reliability,376320
2023/06/09 9:39:04 AM GMT+5:30,59,Male,Multiple times a week,Clothing and Fashion;others,Sometimes,Few times a week,Filter,First page,3,Yes,Sometimes,High shipping costs,Often,No,Moderately,Yes,3,Yes,1,3,User-friendly website/app interface,I have no problem with Amazon yet. But others tell me about the refund issues ,409600
2023/06/11 11:10:14 PM GMT+5:30,27,Others,Once a month,Home and Kitchen,No,Multiple times a day,nan,First page,1,No,Often,others,Never,Yes,Never,No,2,Sometimes,1,4,Quick delivery,better app interface and lower shipping charges,589020
2023/06/08 5:57:34 PM GMT+5:30,9,Prefer not to say,Few times a month,Beauty and Personal Care;others,No,Rarely,categories,First page,2,Yes,Rarely,Found a better price elsewhere,Sometimes,Yes,Rarely,Sometimes,3,No,3,3,Product recommendations,Scrolling option would be much better than going to next page,582354
2023/06/05 11:54:52 AM GMT+5:30,13,Prefer not to say,Few times a month,Home and Kitchen;others,Sometimes,Rarely,nan,First page,4,Yes,Always,Found a better price elsewhere,Sometimes,No,Moderately,No,5,No,2,4,Wide product selection,Customer service responsiveness,771743
2023/06/09 2:39:16 PM GMT+5:30,11,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Rarely,Keyword,Multiple pages,2,No,Often,others,Sometimes,Yes,Moderately,No,1,Sometimes,1,1,Quick delivery,User interface ,947496
2023/06/08 10:39:27 PM GMT+5:30,63,Others,Few times a month,Beauty and Personal Care;others,Yes,Rarely,Keyword,First page,4,Yes,Sometimes,High shipping costs,Rarely,Yes,Rarely,Sometimes,1,Sometimes,2,2,Wide product selection,Shipping speed and reliability,911713
2023/06/09 10:58:13 AM GMT+5:30,60,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Few times a week,categories,Multiple pages,3,No,Never,High shipping costs,Sometimes,Yes,Rarely,Sometimes,5,Sometimes,1,5,All the above,Irrelevant product suggestions,656016
2023/06/11 10:50:44 PM GMT+5:30,54,Female,Once a week,Clothing and Fashion;Home and Kitchen,Yes,Few times a week,nan,First page,4,Maybe,Always,Changed my mind or no longer need the item,Rarely,No,Rarely,Sometimes,4,No,1,3,All the above,Irrelevant product suggestions,497752
